3.348120854694798809e-01,1.524600431053413363e-02
9.052512381978384814e-01,4.148279405157201394e-01
7.161149296953372989e-01,5.856511268448402197e-01
8.219354246033206968e-01,9.490118740516324536e-01
5.716920437376786790e-01,3.821732412720617589e-01
2.483196743682710983e-01,1.804382174758404345e-01
5.090537396446409568e-01,6.124940390706613558e-01
9.793392901658867222e-01,1.481065546062675375e-01
6.020181230144400208e-01,6.908390904274231969e-01
4.930763888230139252e-02,8.431613129472186330e-01
4.701775326026050306e-01,5.483495945798331217e-01
6.890999160729587292e-01,8.203239074041012158e-01
7.844292700694480702e-01,9.236685202242653769e-01
4.529549385620390556e-01,7.432143052109781989e-01
4.561751169224734781e-01,8.269115067642042183e-01
1.384148525433054611e-01,2.188725187536156858e-01
9.414307321204755663e-01,8.901218040801768261e-01
2.984052075722108954e-01,8.768563316464710322e-01
7.446762845858528879e-02,3.874142508193387791e-01
1.530368589460248951e-01,2.919138678303617729e-01
2.023948611289556887e-01,5.440905633931633067e-01
7.541857720070542503e-02,3.923154399638084655e-03
8.643605387642632198e-01,2.141177440414299138e-01
5.540062257041606930e-01,8.281253065790461498e-01
6.317004680961845198e-01,9.113432586861207607e-01
4.120948081755880787e-01,1.205431863297812267e-02
9.169436104546692112e-01,7.756808336037225304e-01
1.656562362963761859e-01,3.911096498107542452e-01
3.582789175576755331e-02,1.204947358289514270e-01
5.646179923971758052e-01,4.759366310640923414e-01
8.112850399111711797e-01,7.042081515534965863e-01
9.075887718129339587e-01,2.309860926092386357e-01
1.076021168417303220e-01,7.257206929881601098e-01
5.786942302275134564e-02,1.172697770858223132e-01
2.377469266137876291e-01,2.331334975062561155e-01
5.511718136327078410e-01,9.685812090973432431e-01
1.280520852508283958e-01,8.852771736389064561e-02
8.794117463670726442e-01,6.674172325493133995e-01
1.787274461789520319e-01,2.117261987329032147e-01
3.384418553977938116e-01,6.180764563592977545e-02
6.355217386814333569e-01,6.972359364688501815e-01
5.919308447211499846e-01,2.479921353290286401e-01
6.791954879385687649e-01,8.085970432463983615e-01
2.907756754394892895e-01,9.988930708727994379e-01
8.980931673314942465e-01,4.743504693215760959e-01
5.708980462292192470e-01,2.182047145920408271e-01
3.098247889454425197e-01,1.121301093927236092e-01
9.241472879520482575e-01,2.109797595863793784e-01
5.760087040169141748e-01,3.322977501518209476e-01
9.069570217105812349e-01,2.702182561770395397e-01
2.954868411347464363e-01,5.426520681132185331e-02
8.602165378943972263e-01,4.516896192293899936e-01
1.866088157679333392e-01,4.026009458462934676e-01
5.031237289096229803e-01,1.108251692618319462e-01
7.028289180060991459e-01,5.194030539339720143e-01
8.556739683519524187e-01,9.824987117898094091e-01
4.655927965332121166e-01,6.529227967661110910e-01
6.861390628347223686e-01,2.527157388171588082e-01
4.545050535782874102e-01,5.555981541938416202e-01
9.413009684762430052e-01,8.601912614048161654e-01
6.275727031824200886e-01,8.434429278402802987e-01
6.999924977043762153e-01,7.157251334781022933e-01
1.762751454715015542e-01,8.200791430548162175e-01
8.079130053569804071e-01,3.361685133027028094e-01
5.849507658198792592e-01,1.387027500771430555e-01
1.654273978923181954e-01,5.365287973190896453e-01
8.740055971831675041e-01,3.416869691707968837e-01
5.952250661697944256e-01,1.972865325699855177e-01
9.364017924186682218e-02,4.728621146988349899e-01
8.062679587804838510e-01,7.623534692466827911e-01
1.107574058975960112e-02,9.185469230308817012e-01
3.565823776973221504e-01,7.185100433448688984e-01
5.845707906947057442e-01,6.406949338419474227e-01
1.019359347506116342e-01,7.532861586798688114e-01
5.295218251230516815e-01,3.149518251326540730e-01
2.281212111186028402e-01,5.372824453050937255e-01
1.017892451542807830e-01,9.941191099675804610e-01
3.711150058091169934e-01,7.933346845940869585e-01
2.021652812194506821e-01,8.300951531786870952e-01
3.084950313866908211e-01,3.724978012720918663e-01
9.122763180217764445e-01,3.068019481617515476e-01
7.290194817299998353e-02,3.770599934712025592e-01
4.610775624032837361e-01,6.833644635540175871e-01
2.847971317671480485e-01,6.875311601584682686e-01
3.231253854855271196e-02,7.794117807668249354e-01
1.597906037022723824e-01,9.725891451133603649e-01
6.160238357815728261e-01,8.515653372343876537e-01
2.802760137897418735e-01,9.692141507009833790e-01
7.110463659328468689e-01,3.220144264684692281e-01
6.133158438358917719e-01,5.117667375922571038e-01
8.284187114810758201e-01,8.181544226595812708e-01
8.208649613373769638e-02,9.997067798236680680e-01
7.299691454704564375e-01,9.990205802074508812e-01
8.342187738193315161e-01,7.327275719322827729e-01
3.551236739219171268e-01,8.498440985284110294e-01
2.855146027641687345e-01,8.007115426482214193e-02
7.685637265842690802e-01,2.986062246601038916e-01
9.415235631240867487e-02,6.659629679777312461e-02
7.024403292931657994e-02,6.675128951882423056e-01
9.116237379182240419e-02,6.579875321239615493e-01
